date,home_team,away_team,home_score,away_score,home_win
2024-03-30,Tampa Bay,New York,4,1,1
2024-03-30,Winnipeg,Ottawa,2,3,0
2024-03-30,Washington,Boston,2,3,0
2024-03-30,St. Louis,San Jose,0,4,0
2024-03-30,Calgary,Los Angeles,4,2,1
2024-03-30,Seattle,Dallas,0,3,0
2024-03-31,Vancouver,Anaheim,3,2,1
2024-04-01,Columbus,Colorado,4,1,1
2024-04-01,New York,Pittsburgh,2,5,0
2024-04-01,Philadelphia,New York,3,4,0
2024-04-01,Tampa Bay,Detroit,2,4,0
2024-04-01,Toronto,Florida,6,4,1
2024-04-01,St. Louis,Edmonton,3,2,1
2024-04-01,Winnipeg,Los Angeles,4,3,1
2024-04-01,San Jose,Seattle,2,4,0
2024-04-02,Buffalo,Washington,6,2,1
2024-04-02,Montréal,Florida,5,3,1
2024-04-02,New Jersey,Pittsburgh,3,6,0
2024-04-02,New York,Chicago,2,1,1
2024-04-02,Minnesota,Ottawa,3,2,1
2024-04-02,Nashville,Boston,0,3,0
2024-04-02,Calgary,Anaheim,3,5,0
2024-04-02,Vegas,Vancouver,6,3,1
2024-04-03,Toronto,Tampa Bay,1,4,0
2024-04-03,New York,New Jersey,4,3,1
2024-04-03,Dallas,Edmonton,5,0,1
2024-04-03,Los Angeles,Seattle,5,2,1
2024-04-03,Arizona,Vancouver,1,2,0
2024-04-04,Carolina,Boston,1,4,0
2024-04-04,Columbus,New York,2,4,0
2024-04-04,Montréal,Tampa Bay,4,7,0
2024-04-04,Ottawa,Florida,0,6,0
2024-04-04,Washington,Pittsburgh,1,4,0
2024-04-04,Minnesota,Colorado,2,5,0
2024-04-04,Nashville,St. Louis,6,3,1
2024-04-04,Winnipeg,Calgary,5,2,1
2024-04-04,San Jose,Los Angeles,1,2,0
2024-04-05,Buffalo,Philadelphia,4,2,1
2024-04-05,Carolina,Washington,4,2,1
2024-04-05,Detroit,New York,3,4,0
2024-04-05,Edmonton,Colorado,6,2,1
2024-04-05,Anaheim,Seattle,1,3,0
2024-04-05,Arizona,Vegas,7,4,1
2024-04-06,Pittsburgh,Tampa Bay,5,4,1
2024-04-06,Boston,Florida,3,2,1
2024-04-06,Chicago,Dallas,3,2,1
2024-04-06,Minnesota,Winnipeg,2,4,0
2024-04-06,San Jose,St. Louis,3,2,1
2024-04-06,Columbus,Philadelphia,6,2,1
2024-04-06,Montréal,Toronto,2,4,0
2024-04-06,Ottawa,New Jersey,3,4,0
2024-04-06,New York,Nashville,2,0,1
2024-04-06,Calgary,Edmonton,2,4,0
2024-04-06,Los Angeles,Vancouver,6,3,1
2024-04-07,Detroit,Buffalo,3,1,1
2024-04-07,Chicago,Minnesota,0,4,0
2024-04-07,Carolina,Columbus,3,0,1
2024-04-07,San Jose,Arizona,2,5,0
2024-04-07,Washington,Ottawa,2,3,0
2024-04-07,New Jersey,Nashville,2,3,0
2024-04-07,New York,Montréal,5,2,1
2024-04-07,Anaheim,St. Louis,5,6,0
2024-04-07,Colorado,Dallas,4,7,0
2024-04-08,Toronto,Pittsburgh,3,2,1
2024-04-08,Vancouver,Vegas,4,3,1
2024-04-09,Boston,Carolina,1,4,0
2024-04-09,Detroit,Washington,1,2,0
2024-04-09,Florida,Ottawa,2,0,1
2024-04-09,Montréal,Philadelphia,9,3,1
2024-04-09,New Jersey,Toronto,2,5,0
2024-04-09,New York,New York,4,2,1
2024-04-09,Tampa Bay,Columbus,5,2,1
2024-04-09,Dallas,Buffalo,3,2,1
2024-04-09,Nashville,Winnipeg,3,4,0
2024-04-09,Colorado,Minnesota,5,2,1
2024-04-09,Anaheim,Los Angeles,3,1,1
2024-04-09,Seattle,Arizona,5,0,1
2024-04-09,San Jose,Calgary,2,3,0
2024-04-10,St. Louis,Chicago,5,2,1
2024-04-10,Edmonton,Vegas,5,1,1
2024-04-10,Vancouver,Arizona,3,4,0
2024-04-11,Buffalo,Washington,4,2,1
2024-04-11,Florida,Columbus,4,0,1
2024-04-11,New York,Philadelphia,1,4,0
2024-04-11,Pittsburgh,Detroit,6,5,1
2024-04-11,Tampa Bay,Ottawa,2,3,0
2024-04-11,Toronto,New Jersey,5,6,0
2024-04-11,New York,Montréal,3,2,1
2024-04-11,Dallas,Winnipeg,0,3,0
2024-04-11,Seattle,San Jose,1,3,0
2024-04-11,Los Angeles,Calgary,4,1,1
2024-04-12,St. Louis,Carolina,2,5,0
2024-04-12,Chicago,Nashville,1,5,0
2024-04-12,Edmonton,Arizona,2,3,0
2024-04-12,Anaheim,Calgary,3,6,0
2024-04-12,Vegas,Minnesota,7,2,1
2024-04-13,New York,New York,3,2,1
2024-04-13,Dallas,Seattle,3,1,1
2024-04-13,Colorado,Winnipeg,0,7,0
2024-04-13,Florida,Buffalo,3,2,1
2024-04-13,Philadelphia,New Jersey,1,0,1
2024-04-13,Washington,Tampa Bay,4,2,1
2024-04-13,Ottawa,Montréal,5,4,1
2024-04-13,Toronto,Detroit,4,5,0
2024-04-13,Nashville,Columbus,6,4,1
2024-04-13,Pittsburgh,Boston,4,6,0
2024-04-13,Edmonton,Vancouver,1,3,0
2024-04-13,Los Angeles,Anaheim,3,1,1
2024-04-13,San Jose,Minnesota,2,6,0
2024-04-14,St. Louis,Seattle,4,1,1
2024-04-14,Vegas,Colorado,4,3,1
2024-04-14,Chicago,Carolina,2,4,0
2024-04-14,Calgary,Arizona,6,5,1
2024-04-15,Detroit,Montréal,5,4,1
2024-04-15,New Jersey,New York,1,4,0
2024-04-15,Pittsburgh,Nashville,4,2,1
2024-04-15,Tampa Bay,Buffalo,2,4,0
2024-04-15,Washington,Boston,2,0,1
2024-04-15,New York,Ottawa,4,0,1
2024-04-15,Edmonton,San Jose,9,2,1
2024-04-15,Los Angeles,Minnesota,1,3,0
2024-04-16,Boston,Ottawa,1,3,0
2024-04-16,Columbus,Carolina,6,3,1
2024-04-16,Montréal,Detroit,4,5,0
2024-04-16,Philadelphia,Washington,1,2,0
2024-04-16,Florida,Toronto,5,2,1
2024-04-16,Winnipeg,Seattle,4,3,1
2024-04-16,Vegas,Chicago,3,1,1
2024-04-16,Vancouver,Calgary,4,1,1
2024-04-17,New York,Pittsburgh,5,4,1
2024-04-17,Tampa Bay,Toronto,6,4,1
2024-04-17,Dallas,St. Louis,2,1,1
2024-04-17,Arizona,Edmonton,5,2,1
2024-04-18,Minnesota,Seattle,3,4,0
2024-04-18,Winnipeg,Vancouver,4,2,1
2024-04-18,Calgary,San Jose,5,1,1
2024-04-18,Colorado,Edmonton,5,1,1
2024-04-18,Vegas,Anaheim,1,4,0
2024-04-18,Los Angeles,Chicago,5,4,1
2024-04-20,Carolina,New York,3,1,1
2024-04-20,Boston,Toronto,5,1,1
2024-04-21,Florida,Tampa Bay,3,2,1
2024-04-21,New York,Washington,4,1,1
2024-04-21,Winnipeg,Colorado,7,6,1
2024-04-21,Vancouver,Nashville,4,2,1
2024-04-22,Boston,Toronto,2,3,0
2024-04-22,Carolina,New York,5,3,1
2024-04-22,Dallas,Vegas,3,4,0
2024-04-22,Edmonton,Los Angeles,7,4,1
2024-04-23,New York,Washington,4,3,1
2024-04-23,Florida,Tampa Bay,3,2,1
2024-04-23,Winnipeg,Colorado,2,5,0
2024-04-23,Vancouver,Nashville,1,4,0
2024-04-24,Toronto,Boston,2,4,0
2024-04-24,Dallas,Vegas,1,3,0
2024-04-24,Edmonton,Los Angeles,4,5,0
2024-04-25,Tampa Bay,Florida,3,5,0
2024-04-25,New York,Carolina,2,3,0
2024-04-26,Washington,New York,1,3,0
2024-04-26,Nashville,Vancouver,1,2,0
2024-04-26,Colorado,Winnipeg,6,2,1
2024-04-26,Los Angeles,Edmonton,1,6,0
2022-10-07,Nashville,San Jose,4,1,1
2022-10-08,San Jose,Nashville,2,3,0
2022-10-11,New York,Tampa Bay,3,1,1
2022-10-11,Los Angeles,Vegas,3,4,0
2022-10-12,Washington,Boston,2,5,0
2022-10-12,Carolina,Columbus,4,1,1
2022-10-12,Montréal,Toronto,4,3,1
2022-10-12,Colorado,Chicago,5,2,1
2022-10-12,Anaheim,Seattle,5,4,1
2022-10-12,Edmonton,Vancouver,5,3,1
2022-10-13,Pittsburgh,Arizona,6,2,1
2022-10-13,Philadelphia,New Jersey,5,2,1
2022-10-13,Buffalo,Ottawa,4,1,1
2022-10-13,New York,Florida,1,3,0
2022-10-13,Toronto,Washington,3,2,1
2022-10-13,Minnesota,New York,3,7,0
2022-10-13,Nashville,Dallas,1,4,0
2022-10-13,Calgary,Colorado,5,3,1
2022-10-13,Vegas,Chicago,1,0,1
2022-10-13,Los Angeles,Seattle,1,4,0
2022-10-14,Columbus,Tampa Bay,2,5,0
2022-10-14,Detroit,Montréal,3,0,1
2022-10-14,Winnipeg,New York,4,1,1
2022-10-14,San Jose,Carolina,1,2,0
2022-10-15,Buffalo,Florida,3,4,0
2022-10-15,Philadelphia,Vancouver,3,2,1
2022-10-15,Boston,Arizona,6,3,1
2022-10-15,New Jersey,Detroit,2,5,0
2022-10-15,Washington,Montréal,3,1,1
2022-10-15,Toronto,Ottawa,3,2,1
2022-10-15,Pittsburgh,Tampa Bay,6,2,1
2022-10-15,New York,Anaheim,7,1,1
2022-10-15,St. Louis,Columbus,5,2,1
2022-10-15,Minnesota,Los Angeles,6,7,0
2022-10-15,Dallas,Nashville,5,1,1
2022-10-15,Edmonton,Calgary,3,4,0
2022-10-15,Seattle,Vegas,2,5,0
2022-10-15,San Jose,Chicago,2,5,0
2022-10-17,New York,Anaheim,6,4,1
2022-10-17,Toronto,Arizona,2,4,0
2022-10-17,Boston,Florida,5,3,1
2022-10-17,Montréal,Pittsburgh,3,2,1
2022-10-17,Washington,Vancouver,6,4,1
2022-10-17,Detroit,Los Angeles,4,5,0
2022-10-17,Minnesota,Colorado,3,6,0
2022-10-17,Dallas,Winnipeg,4,1,1
2022-10-17,Seattle,Carolina,1,5,0
2022-10-18,New Jersey,Anaheim,4,2,1
2022-10-18,Ottawa,Boston,7,5,1
2022-10-18,Columbus,Vancouver,4,3,1
2022-10-18,Tampa Bay,Philadelphia,2,3,0
2022-10-18,New York,San Jose,5,2,1
2022-10-18,Edmonton,Buffalo,2,4,0
2022-10-18,Calgary,Vegas,3,2,1
2022-10-18,Nashville,Los Angeles,3,4,0
2022-10-19,Florida,Philadelphia,4,3,1
2022-10-19,Colorado,Winnipeg,3,4,0
2022-10-19,Seattle,St. Louis,3,4,0
2022-10-20,Boston,Anaheim,2,1,1
2022-10-20,Montréal,Arizona,6,2,1
2022-10-20,Toronto,Dallas,3,2,1
2022-10-20,Pittsburgh,Los Angeles,6,1,1
2022-10-20,Columbus,Nashville,5,3,1
2022-10-20,New York,San Jose,2,3,0
2022-10-20,Ottawa,Washington,5,2,1
2022-10-20,New York,New Jersey,1,4,0
2022-10-20,Minnesota,Vancouver,4,3,1
2022-10-20,Edmonton,Carolina,6,4,1
2022-10-20,Calgary,Buffalo,3,6,0
2022-10-20,Vegas,Winnipeg,5,2,1
2022-10-21,Florida,Tampa Bay,2,3,0
2022-10-21,Chicago,Detroit,4,3,1
2022-10-21,Colorado,Seattle,2,3,0
2022-10-22,Boston,Minnesota,4,3,1
2022-10-22,New Jersey,San Jose,2,1,1
2022-10-22,Ottawa,Arizona,6,2,1
2022-10-22,Edmonton,St. Louis,0,2,0
2022-10-22,Montréal,Dallas,2,5,0
2022-10-22,Washington,Los Angeles,4,3,1
2022-10-22,Tampa Bay,New York,5,3,1
2022-10-22,Columbus,Pittsburgh,3,6,0
2022-10-22,Winnipeg,Toronto,1,4,0
2022-10-22,Nashville,Philadelphia,1,3,0
2022-10-22,Vancouver,Buffalo,1,5,0
2022-10-22,Calgary,Carolina,3,2,1
2022-10-22,Vegas,Colorado,2,3,0
2022-10-23,Chicago,Seattle,5,4,1
2022-10-23,Detroit,Anaheim,5,1,1
2022-10-23,New York,Columbus,1,5,0
2022-10-23,Florida,New York,3,2,1
2022-10-23,Philadelphia,San Jose,0,3,0
2022-10-24,Ottawa,Dallas,4,2,1
2022-10-24,New Jersey,Washington,3,6,0
2022-10-24,Edmonton,Pittsburgh,6,3,1
2022-10-24,Winnipeg,St. Louis,4,0,1
2022-10-24,Vegas,Toronto,3,1,1
2022-10-24,Vancouver,Carolina,2,3,0
2022-10-25,Columbus,Arizona,3,6,0
2022-10-25,Boston,Dallas,3,1,1
2022-10-25,Montréal,Minnesota,1,3,0
2022-10-25,Detroit,New Jersey,2,6,0
2022-10-25,New York,Colorado,2,3,0
2022-10-25,Chicago,Florida,4,2,1
2022-10-25,Calgary,Pittsburgh,4,1,1
2022-10-25,Seattle,Buffalo,5,1,1
2022-10-25,Los Angeles,Tampa Bay,4,2,1
2022-10-25,San Jose,Vegas,2,4,0
2022-10-26,New York,New York,3,0,1
2022-10-26,St. Louis,Edmonton,1,3,0
2022-10-26,Anaheim,Tampa Bay,2,4,0
2022-10-27,Boston,Detroit,5,1,1
2022-10-27,Philadelphia,Florida,4,3,1
2022-10-27,Ottawa,Minnesota,2,4,0
2022-10-27,Buffalo,Montréal,2,3,0
2022-10-27,Nashville,St. Louis,6,2,1
2022-10-27,Chicago,Edmonton,5,6,0
2022-10-27,Dallas,Washington,2,0,1
2022-10-27,Seattle,Vancouver,4,5,0
2022-10-27,San Jose,Toronto,4,3,1
2022-10-27,Los Angeles,Winnipeg,4,6,0
2022-10-28,Vegas,Anaheim,4,0,1
2022-10-28,Columbus,Boston,0,4,0
2022-10-28,New Jersey,Colorado,1,0,1
2022-10-28,Carolina,New York,2,6,0
2022-10-28,Vancouver,Pittsburgh,5,1,1
2022-10-28,Arizona,Winnipeg,2,3,0
2022-10-29,Dallas,New York,3,6,0
2022-10-29,Florida,Ottawa,5,3,1
2022-10-29,San Jose,Tampa Bay,3,4,0
2022-10-29,Philadelphia,Carolina,3,4,0
2022-10-29,Buffalo,Chicago,4,3,1
2022-10-29,Detroit,Minnesota,2,1,1
2022-10-29,St. Louis,Montréal,4,7,0
2022-10-29,Los Angeles,Toronto,4,2,1
2022-10-29,New York,Colorado,5,4,1
2022-10-29,Nashville,Washington,0,3,0
2022-10-29,Calgary,Edmonton,2,3,0
2022-10-29,Seattle,Pittsburgh,3,1,1
2022-10-30,New Jersey,Columbus,7,1,1
2022-10-30,Chicago,Minnesota,3,4,0
2022-10-30,Arizona,New York,2,3,0
2022-10-30,Anaheim,Toronto,4,3,1
2022-10-30,Vegas,Winnipeg,2,1,1
2022-10-31,Buffalo,Detroit,8,3,1
2022-10-31,Carolina,Washington,3,2,1
2022-10-31,St. Louis,Los Angeles,1,5,0
2022-11-01,Tampa Bay,Ottawa,4,3,1
2022-11-01,New York,Philadelphia,1,0,1
2022-11-01,Washington,Vegas,2,3,0
2022-11-01,Pittsburgh,Boston,5,6,0
2022-11-01,Minnesota,Montréal,4,1,1
2022-11-01,Chicago,New York,1,3,0
2022-11-01,Dallas,Los Angeles,5,2,1
2022-11-01,Edmonton,Nashville,7,4,1
2022-11-01,Calgary,Seattle,4,5,0
2022-11-01,Arizona,Florida,3,1,1
2022-11-01,Vancouver,New Jersey,2,5,0
2022-11-01,San Jose,Anaheim,5,6,0
2022-11-02,Toronto,Philadelphia,5,2,1
2022-11-02,Buffalo,Pittsburgh,6,3,1
2022-11-03,Tampa Bay,Carolina,3,4,0
2022-11-03,Ottawa,Vegas,4,5,0
2022-11-03,Detroit,Washington,3,1,1
2022-11-03,New York,Boston,2,5,0
2022-11-03,Winnipeg,Montréal,3,2,1
2022-11-03,St. Louis,New York,2,5,0
2022-11-03,Minnesota,Seattle,0,4,0
2022-11-03,Chicago,Los Angeles,2,1,1
2022-11-03,Calgary,Nashville,1,4,0
2022-11-03,Edmonton,New Jersey,3,4,0
2022-11-03,Vancouver,Anaheim,8,5,1
2022-11-03,Arizona,Dallas,2,7,0
2022-11-03,San Jose,Florida,3,4,0
2022-11-04,Colorado,Columbus,6,3,1
2022-11-04,Carolina,Buffalo,5,3,1
2022-11-05,Detroit,New York,3,0,1
2022-11-05,Columbus,Colorado,1,5,0
2022-11-05,Winnipeg,Chicago,4,0,1
2022-11-05,Edmonton,Dallas,2,6,0
2022-11-05,Washington,Arizona,2,3,0
2022-11-05,Toronto,Boston,2,1,1
2022-11-05,Tampa Bay,Buffalo,5,3,1
2022-11-05,Ottawa,Philadelphia,1,2,0
2022-11-05,Pittsburgh,Seattle,2,3,0
2022-11-05,Montréal,Vegas,4,6,0
2022-11-05,Vancouver,Nashville,3,4,0
2022-11-05,Calgary,New Jersey,3,4,0
2022-11-05,San Jose,Anaheim,4,5,0
2022-11-05,Los Angeles,Florida,5,4,1
2022-11-06,New York,Detroit,2,3,0
2022-11-06,Carolina,Toronto,1,3,0
2022-11-06,Anaheim,Florida,3,5,0
2022-11-07,New York,Calgary,4,3,1
2022-11-07,Boston,St. Louis,3,1,1
2022-11-07,Washington,Edmonton,5,4,1
2022-11-08,Buffalo,Arizona,1,4,0
2022-11-08,New Jersey,Calgary,3,2,1
2022-11-08,New York,New York,3,4,0
2022-11-08,Philadelphia,St. Louis,5,1,1
2022-11-08,Ottawa,Vancouver,4,6,0
2022-11-08,Toronto,Vegas,3,4,0
2022-11-08,Detroit,Montréal,2,3,0
2022-11-08,Tampa Bay,Edmonton,2,3,0
2022-11-08,Winnipeg,Dallas,5,1,1
2022-11-08,Seattle,Nashville,5,1,1
2022-11-08,Los Angeles,Minnesota,1,0,1
2022-11-09,Florida,Carolina,3,0,1
2022-11-09,Washington,Pittsburgh,1,4,0
2022-11-09,Montréal,Vancouver,5,2,1
2022-11-09,Anaheim,Minnesota,1,4,0
2022-11-10,Boston,Calgary,3,1,1
2022-11-10,Carolina,Edmonton,7,2,1
2022-11-10,New Jersey,Ottawa,4,3,1
2022-11-10,Columbus,Philadelphia,5,2,1
2022-11-10,Buffalo,Vegas,4,7,0
2022-11-10,Detroit,New York,2,8,0
2022-11-10,New York,Arizona,0,2,0
2022-11-10,St. Louis,San Jose,5,3,1
2022-11-10,Colorado,Nashville,5,3,1
2022-11-10,Los Angeles,Chicago,2,1,1
2022-11-11,Toronto,Pittsburgh,2,4,0
2022-11-11,Washington,Tampa Bay,5,1,1
2022-11-11,Dallas,San Jose,4,5,0
2022-11-11,Seattle,Minnesota,0,1,0
2022-11-12,Philadelphia,Ottawa,1,4,0
2022-11-12,Florida,Edmonton,2,4,0
2022-11-12,New Jersey,Arizona,4,2,1
2022-11-12,Buffalo,Boston,1,3,0
2022-11-12,Montréal,Pittsburgh,5,4,1
2022-11-12,Toronto,Vancouver,3,2,1
2022-11-12,New York,Columbus,4,3,1
2022-11-12,Nashville,New York,2,1,1
2022-11-12,Colorado,Carolina,4,1,1
2022-11-12,Anaheim,Chicago,2,3,0
2022-11-12,Vegas,St. Louis,2,3,0
2022-11-12,Calgary,Winnipeg,3,2,1
2022-11-12,Los Angeles,Detroit,4,3,1
2022-11-13,Philadelphia,Dallas,1,5,0
2022-11-13,Minnesota,San Jose,2,3,0
2022-11-13,Boston,Vancouver,5,2,1
2022-11-13,New York,Arizona,4,1,1
2022-11-13,Tampa Bay,Washington,6,3,1
2022-11-13,Seattle,Winnipeg,2,3,0
2022-11-14,Ottawa,New York,2,4,0
2022-11-14,Chicago,Carolina,0,3,0
2022-11-14,Calgary,Los Angeles,6,5,1
2022-11-14,Colorado,St. Louis,2,3,0
2022-11-15,Tampa Bay,Dallas,5,4,1
2022-11-15,Montréal,New Jersey,1,5,0
2022-11-15,Pittsburgh,Toronto,2,5,0
2022-11-15,Buffalo,Vancouver,4,5,0
2022-11-15,Florida,Washington,5,2,1
2022-11-15,Columbus,Philadelphia,5,4,1
2022-11-15,Nashville,Minnesota,2,1,1
2022-11-15,Anaheim,Detroit,3,2,1
2022-11-15,Vegas,San Jose,2,5,0
2022-11-16,Ottawa,Buffalo,4,1,1
2022-11-16,Chicago,St. Louis,2,5,0
2022-11-16,Edmonton,Los Angeles,1,3,0
2022-11-17,Tampa Bay,Calgary,4,1,1
2022-11-17,Carolina,Colorado,2,3,0
2022-11-17,Florida,Dallas,4,6,0
2022-11-17,Columbus,Montréal,6,4,1
2022-11-17,Toronto,New Jersey,2,3,0
2022-11-17,Boston,Philadelphia,4,1,1
2022-11-17,Winnipeg,Anaheim,3,2,1
2022-11-17,Nashville,New York,5,4,1
2022-11-17,Minnesota,Pittsburgh,4,6,0
2022-11-17,St. Louis,Washington,5,4,1
2022-11-17,Vegas,Arizona,4,1,1
2022-11-17,Seattle,New York,3,2,1
2022-11-17,San Jose,Detroit,4,7,0
2022-11-18,Vancouver,Los Angeles,4,1,1
2022-11-19,Ottawa,New Jersey,1,5,0
2022-11-19,Florida,Calgary,4,5,0
2022-11-19,Toronto,Buffalo,5,2,1
2022-11-19,Boston,Chicago,6,1,1
2022-11-19,Washington,Colorado,0,4,0
2022-11-19,Columbus,Detroit,1,6,0
2022-11-19,Montréal,Philadelphia,5,4,1
2022-11-19,Winnipeg,Pittsburgh,0,3,0
2022-11-19,St. Louis,Anaheim,6,2,1
2022-11-19,Minnesota,Carolina,2,1,1
2022-11-19,Dallas,New York,5,2,1
2022-11-19,Nashville,Tampa Bay,2,3,0
2022-11-19,Seattle,Los Angeles,3,2,1
2022-11-19,Edmonton,Vegas,4,3,1
2022-11-19,San Jose,New York,1,2,0
2022-11-20,Columbus,Florida,5,3,1
2022-11-20,Chicago,Pittsburgh,3,5,0
2022-11-21,Tampa Bay,Boston,3,5,0
2022-11-21,Philadelphia,Calgary,2,5,0
2022-11-21,New Jersey,Edmonton,5,2,1
2022-11-21,Winnipeg,Carolina,4,3,1
2022-11-21,Toronto,New York,2,3,0
2022-11-21,St. Louis,Anaheim,3,1,1
2022-11-21,Nashville,Arizona,4,3,1
2022-11-21,Dallas,Colorado,2,3,0
2022-11-21,San Jose,Ottawa,5,1,1
2022-11-21,Vancouver,Vegas,4,5,0
2022-11-22,Montréal,Buffalo,2,7,0
2022-11-22,Los Angeles,New York,3,5,0
2022-11-23,Carolina,Arizona,0,4,0
2022-11-23,Florida,Boston,5,2,1
2022-11-23,Pittsburgh,Calgary,2,1,1
2022-11-23,Columbus,Montréal,1,3,0
2022-11-23,Buffalo,St. Louis,6,2,1
2022-11-23,New Jersey,Toronto,1,2,0
2022-11-23,Minnesota,Winnipeg,6,1,1
2022-11-23,Detroit,Nashville,3,0,1
2022-11-23,New York,Edmonton,3,0,1
2022-11-23,Washington,Philadelphia,3,2,1
2022-11-23,Dallas,Chicago,6,4,1
2022-11-23,Anaheim,New York,3,2,1
2022-11-23,Vegas,Ottawa,4,1,1
2022-11-23,Seattle,San Jose,8,5,1
2022-11-23,Colorado,Vancouver,3,4,0
2022-11-25,Boston,Carolina,3,2,1
2022-11-25,Washington,Calgary,3,0,1
2022-11-25,Chicago,Montréal,2,3,0
2022-11-25,Minnesota,Toronto,3,4,0
2022-11-25,Anaheim,Ottawa,1,5,0
2022-11-25,Philadelphia,Pittsburgh,1,4,0
2022-11-25,Detroit,Arizona,4,3,1
2022-11-25,Columbus,New York,2,3,0
2022-11-25,Buffalo,New Jersey,1,3,0
2022-11-25,Tampa Bay,St. Louis,5,2,1
2022-11-25,Vegas,Seattle,2,4,0
2022-11-25,Dallas,Winnipeg,4,5,0
2022-11-25,San Jose,Los Angeles,2,5,0
2022-11-26,New York,Edmonton,3,4,0
2022-11-26,Carolina,Calgary,3,2,1
2022-11-26,Florida,St. Louis,4,5,0
2022-11-26,Pittsburgh,Toronto,1,4,0
2022-11-26,New Jersey,Washington,5,1,1
2022-11-26,New York,Philadelphia,5,2,1
2022-11-26,Colorado,Dallas,4,1,1
2022-11-26,Vegas,Vancouver,1,5,0
2022-11-27,Minnesota,Arizona,4,3,1
2022-11-27,Chicago,Winnipeg,2,7,0
2022-11-27,Anaheim,Seattle,4,5,0
2022-11-27,San Jose,Vancouver,3,4,0
2022-11-27,Los Angeles,Ottawa,2,3,0
2022-11-28,New York,New Jersey,3,5,0
2022-11-28,Buffalo,Tampa Bay,5,6,0
2022-11-28,Detroit,Toronto,2,4,0
2022-11-28,Columbus,Vegas,2,3,0
2022-11-28,St. Louis,Dallas,1,4,0
2022-11-28,Edmonton,Florida,4,3,1
2022-11-29,Pittsburgh,Carolina,2,3,0
2022-11-29,Montréal,San Jose,0,4,0
2022-11-29,Boston,Tampa Bay,3,1,1
2022-11-29,Philadelphia,New York,3,1,1
2022-11-29,Nashville,Anaheim,2,1,1
2022-11-29,Winnipeg,Colorado,5,0,1
2022-11-29,Calgary,Florida,6,2,1
2022-11-29,Vancouver,Washington,1,5,0
2022-11-29,Los Angeles,Seattle,8,9,0
2022-11-30,Detroit,Buffalo,4,5,0
2022-11-30,Ottawa,New York,1,3,0
2022-11-30,Toronto,San Jose,3,1,1
2022-11-30,Chicago,Edmonton,4,5,0
2022-12-01,Buffalo,Colorado,4,6,0
2022-12-01,New Jersey,Nashville,3,4,0
2022-12-01,Philadelphia,Tampa Bay,1,4,0
2022-12-01,Pittsburgh,Vegas,4,3,1
2022-12-01,St. Louis,Carolina,4,6,0
2022-12-01,Minnesota,Edmonton,5,3,1
2022-12-01,Dallas,Anaheim,5,0,1
2022-12-01,Calgary,Montréal,1,2,0
2022-12-01,Vancouver,Florida,1,5,0
2022-12-01,Seattle,Washington,3,2,1
2022-12-01,Los Angeles,Arizona,5,3,1
2022-12-02,New York,Ottawa,2,3,0
2022-12-02,New York,Nashville,1,4,0
2022-12-02,Winnipeg,Columbus,1,4,0
2022-12-03,Minnesota,Anaheim,5,4,1
2022-12-03,Boston,Colorado,5,1,1
2022-12-03,Edmonton,Montréal,5,3,1
2022-12-03,Philadelphia,New Jersey,2,3,0
2022-12-03,Ottawa,San Jose,5,2,1
2022-12-03,Pittsburgh,St. Louis,6,2,1
2022-12-03,Tampa Bay,Toronto,4,3,1
2022-12-03,Detroit,Vegas,1,4,0
2022-12-03,New York,Chicago,2,5,0
2022-12-03,Vancouver,Arizona,3,2,1
2022-12-03,Seattle,Florida,1,5,0
2022-12-03,Calgary,Washington,5,2,1
2022-12-03,Los Angeles,Carolina,2,4,0
2022-12-04,Winnipeg,Anaheim,5,2,1
2022-12-04,Dallas,Minnesota,5,6,0
2022-12-04,Columbus,Detroit,2,4,0
2022-12-04,Buffalo,San Jose,6,3,1
2022-12-04,New York,Chicago,3,0,1
2022-12-05,Philadelphia,Colorado,5,3,1
2022-12-05,New York,St. Louis,6,4,1
2022-12-05,Boston,Vegas,3,4,0
2022-12-05,Edmonton,Washington,2,3,0
2022-12-05,Calgary,Arizona,3,2,1
2022-12-05,Vancouver,Montréal,7,6,1
2022-12-06,New Jersey,Chicago,3,0,1
2022-12-06,Pittsburgh,Columbus,4,1,1
2022-12-06,Tampa Bay,Detroit,2,4,0
2022-12-06,Ottawa,Los Angeles,2,5,0
2022-12-06,New York,St. Louis,4,7,0
2022-12-06,Winnipeg,Florida,5,2,1
2022-12-06,Dallas,Toronto,0,4,0
2022-12-06,Anaheim,Carolina,4,3,1
2022-12-06,Seattle,Montréal,2,4,0
2022-12-07,Philadelphia,Washington,1,4,0
2022-12-07,Columbus,Buffalo,4,9,0
2022-12-07,Calgary,Minnesota,5,3,1
2022-12-07,Colorado,Boston,0,4,0
2022-12-07,Edmonton,Arizona,8,2,1
2022-12-07,Vegas,New York,1,5,0
2022-12-07,San Jose,Vancouver,5,6,0
2022-12-08,Toronto,Los Angeles,5,0,1
2022-12-08,Tampa Bay,Nashville,5,2,1
2022-12-08,Florida,Detroit,5,1,1
2022-12-08,St. Louis,Winnipeg,2,5,0
2022-12-08,Dallas,Ottawa,4,3,1
2022-12-09,Columbus,Calgary,3,1,1
2022-12-09,New Jersey,New York,4,6,0
2022-12-09,Buffalo,Pittsburgh,3,4,0
2022-12-09,Washington,Seattle,4,1,1
