date,home_team,away_team,home_team_full,away_team_full,home_odds_dec,draw_odds_dec,away_odds_dec,home_implied,away_implied
2025-12-18,BUF,PHI,Buffalo Sabres,Philadelphia Flyers,2.0,3.9,2.88,45.3,31.5
2025-12-18,STL,NYR,St. Louis Blues,NY Rangers,2.8,3.75,2.1,32.5,43.3
2025-12-18,CGY,SEA,Calgary Flames,Seattle Kraken,1.85,3.9,3.1,48.3,28.8
2025-12-18,SJS,DAL,San Jose Sharks,Dallas Stars,3.6,4.0,1.7,24.9,52.7
2025-12-19,NYR,PHI,NY Rangers,Philadelphia Flyers,2.05,3.8,2.88,44.4,31.6
2025-12-19,BUF,NYI,Buffalo Sabres,NY Islanders,1.85,4.0,3.2,49.0,28.3
2025-12-19,OTT,CHI,Ottawa Senators,Chicago Blackhawks,1.62,4.2,4.0,55.8,22.6
2025-12-19,WSH,DET,Washington Capitals,Detroit Red Wings,1.91,4.0,3.0,47.3,30.1
2025-12-19,MIN,EDM,Minnesota Wild,Edmonton Oilers,2.15,3.9,2.62,42.2,34.6
2025-12-19,UTA,NJD,Utah Mammoth,New Jersey Devils,2.1,3.8,2.75,43.2,33.0
2025-12-19,COL,WPG,Colorado Avalanche,Winnipeg Jets,1.6,4.2,4.0,56.1,22.5
2025-12-19,ANA,DAL,Anaheim Ducks,Dallas Stars,2.3,4.0,2.38,39.3,38.0
2025-12-19,NYI,VAN,NY Islanders,Vancouver Canucks,2.1,3.8,2.75,43.2,33.0
2025-12-19,FLA,CAR,Florida Panthers,Carolina Hurricanes,2.62,3.9,2.15,34.6,42.2
2025-12-20,DET,WSH,Detroit Red Wings,Washington Capitals,2.3,4.0,2.4,39.5,37.8
2025-12-20,SJS,SEA,San Jose Sharks,Seattle Kraken,2.2,3.9,2.6,41.5,35.1
2025-12-20,ANA,CBJ,Anaheim Ducks,Columbus Blue Jackets,2.3,4.0,2.4,39.5,37.8
2025-12-20,CGY,VGK,Calgary Flames,Vegas Golden Knights,2.6,3.8,2.2,34.9,41.2
2025-12-20,FLA,STL,Florida Panthers,St. Louis Blues,1.85,4.0,3.2,49.0,28.3
2025-12-20,TBL,CAR,Tampa Bay Lightning,Carolina Hurricanes,2.25,3.75,2.5,40.0,36.0
2025-12-20,BOS,VAN,Boston Bruins,Vancouver Canucks,1.85,4.0,3.1,48.6,29.0
2025-12-20,NSH,TOR,Nashville Predators,Toronto Maple Leafs,2.3,3.9,2.4,39.2,37.6
2025-12-20,MTL,PIT,Montreal Canadiens,Pittsburgh Penguins,2.1,3.9,2.7,43.2,33.6
2025-12-21,EDM,VGK,Edmonton Oilers,Vegas Golden Knights,2.05,4.0,2.7,44.0,33.4
2025-12-21,DAL,TOR,Dallas Stars,Toronto Maple Leafs,1.7,4.2,3.6,53.3,25.2
2025-12-21,PIT,MTL,Pittsburgh Penguins,Montreal Canadiens,2.3,4.0,2.4,39.5,37.8
2025-12-21,UTA,WPG,Utah Mammoth,Winnipeg Jets,2.25,3.9,2.5,40.4,36.3
2025-12-21,NJD,BUF,New Jersey Devils,Buffalo Sabres,1.91,4.0,3.0,47.3,30.1
2025-12-21,BOS,OTT,Boston Bruins,Ottawa Senators,2.75,4.0,2.05,33.0,44.3
2025-12-21,NSH,NYR,Nashville Predators,NY Rangers,2.38,3.9,2.38,38.3,38.3
2025-12-21,MIN,COL,Minnesota Wild,Colorado Avalanche,3.0,4.0,1.85,29.7,48.1
2025-12-22,TOR,PIT,Toronto Maple Leafs,Pittsburgh Penguins,2.15,3.9,2.62,42.2,34.6
2025-12-22,ANA,SEA,Anaheim Ducks,Seattle Kraken,1.85,4.0,3.1,48.6,29.0
2025-12-22,LAK,CBJ,Los Angeles Kings,Columbus Blue Jackets,1.95,3.9,3.0,46.5,30.2
2025-12-22,TBL,STL,Tampa Bay Lightning,St. Louis Blues,1.6,4.2,4.0,56.1,22.5
2025-12-22,PHI,VAN,Philadelphia Flyers,Vancouver Canucks,2.15,3.8,2.7,42.3,33.7
2025-12-23,MIN,NSH,Minnesota Wild,Nashville Predators,1.8,4.0,3.25,49.9,27.6
2025-12-23,LAK,SEA,Los Angeles Kings,Seattle Kraken,1.65,4.0,4.0,54.8,22.6
2025-12-23,VGK,SJS,Vegas Golden Knights,San Jose Sharks,1.7,4.0,3.5,52.3,25.4
2025-12-23,COL,UTA,Colorado Avalanche,Utah Mammoth,1.57,4.2,4.2,57.2,21.4
2025-12-23,CHI,PHI,Chicago Blackhawks,Philadelphia Flyers,2.5,3.8,2.25,36.1,40.1
2025-12-23,EDM,CGY,Edmonton Oilers,Calgary Flames,2.05,4.0,2.75,44.3,33.0
2025-12-23,BOS,MTL,Boston Bruins,Montreal Canadiens,2.25,3.9,2.5,40.4,36.3
2025-12-23,OTT,BUF,Ottawa Senators,Buffalo Sabres,1.95,4.0,2.9,46.3,31.1
2025-12-23,CAR,FLA,Carolina Hurricanes,Florida Panthers,2.1,3.9,2.75,43.4,33.2
2025-12-23,WSH,NYR,Washington Capitals,NY Rangers,2.0,3.9,2.9,45.4,31.3
2025-12-23,DET,DAL,Detroit Red Wings,Dallas Stars,2.5,3.9,2.2,36.0,40.9
2025-12-23,NYI,NJD,NY Islanders,New Jersey Devils,2.6,3.9,2.2,35.1,41.5
2025-12-27,VGK,COL,Vegas Golden Knights,Colorado Avalanche,2.9,4.0,1.95,31.1,46.3
2025-12-27,VAN,SJS,Vancouver Canucks,San Jose Sharks,2.0,4.0,2.8,45.2,32.3
2025-12-27,CGY,EDM,Calgary Flames,Edmonton Oilers,2.8,4.0,2.0,32.3,45.2
2025-12-27,NJD,WSH,New Jersey Devils,Washington Capitals,2.25,3.8,2.5,40.1,36.1
2025-12-27,CBJ,NYI,Columbus Blue Jackets,NY Islanders,2.15,3.9,2.7,42.6,33.9
2025-12-27,LAK,ANA,Los Angeles Kings,Anaheim Ducks,2.15,3.9,2.62,42.2,34.6
2025-12-27,TBL,MTL,Tampa Bay Lightning,Montreal Canadiens,2.0,4.0,2.8,45.2,32.3
2025-12-27,STL,NSH,St. Louis Blues,Nashville Predators,2.3,3.9,2.4,39.2,37.6
2025-12-27,NYI,NYR,NY Islanders,NY Rangers,2.4,3.8,2.38,37.9,38.2
2025-12-27,TOR,OTT,Toronto Maple Leafs,Ottawa Senators,2.6,3.9,2.15,34.8,42.0
2025-12-27,FLA,TBL,Florida Panthers,Tampa Bay Lightning,2.45,3.9,2.3,37.1,39.5
2025-12-27,WPG,MIN,Winnipeg Jets,Minnesota Wild,2.4,3.8,2.38,37.9,38.2
2025-12-27,DAL,CHI,Dallas Stars,Chicago Blackhawks,1.4,4.6,5.5,64.1,16.3
2025-12-27,BUF,BOS,Buffalo Sabres,Boston Bruins,2.15,3.9,2.62,42.2,34.6
2025-12-27,CAR,DET,Carolina Hurricanes,Detroit Red Wings,1.85,4.0,3.1,48.6,29.0
2025-12-28,DET,TOR,Detroit Red Wings,Toronto Maple Leafs,2.15,4.0,2.62,42.4,34.8
2025-12-28,CHI,PIT,Chicago Blackhawks,Pittsburgh Penguins,3.0,4.0,1.95,30.4,46.8
2025-12-28,SEA,PHI,Seattle Kraken,Philadelphia Flyers,2.8,3.8,2.1,32.6,43.4
2025-12-29,VGK,MIN,Vegas Golden Knights,Minnesota Wild,2.38,3.9,2.4,38.4,38.1
2025-12-29,SEA,VAN,Seattle Kraken,Vancouver Canucks,2.5,3.8,2.25,36.1,40.1
2025-12-29,UTA,NSH,Utah Mammoth,Nashville Predators,2.05,3.9,2.8,44.3,32.4
2025-12-29,CGY,BOS,Calgary Flames,Boston Bruins,2.15,3.9,2.7,42.6,33.9
2025-12-29,ANA,SJS,Anaheim Ducks,San Jose Sharks,1.8,4.2,3.25,50.4,27.9
2025-12-29,WPG,EDM,Winnipeg Jets,Edmonton Oilers,2.45,3.9,2.25,36.8,40.1
2025-12-29,STL,BUF,St. Louis Blues,Buffalo Sabres,2.45,3.9,2.3,37.1,39.5
2025-12-29,FLA,WSH,Florida Panthers,Washington Capitals,2.2,3.9,2.6,41.5,35.1
2025-12-29,COL,LAK,Colorado Avalanche,Los Angeles Kings,1.67,4.0,3.9,54.2,23.2
2025-12-29,OTT,CBJ,Ottawa Senators,Columbus Blue Jackets,1.67,4.2,3.6,53.7,24.9
2025-12-29,CAR,NYR,Carolina Hurricanes,NY Rangers,1.85,4.0,3.2,49.0,28.3
2025-12-30,FLA,MTL,Florida Panthers,Montreal Canadiens,2.15,3.9,2.6,42.0,34.8
2025-12-30,TOR,NJD,Toronto Maple Leafs,New Jersey Devils,2.62,3.9,2.15,34.6,42.2
2025-12-30,CHI,NYI,Chicago Blackhawks,NY Islanders,2.75,3.9,2.1,33.2,43.4
2025-12-30,VAN,PHI,Vancouver Canucks,Philadelphia Flyers,2.8,3.9,2.05,32.4,44.3
2025-12-30,WSH,NYR,Washington Capitals,NY Rangers,2.0,3.9,2.9,45.4,31.3
2025-12-30,VGK,NSH,Vegas Golden Knights,Nashville Predators,1.85,4.0,3.2,49.0,28.3
2025-12-30,SJS,MIN,San Jose Sharks,Minnesota Wild,3.2,4.0,1.85,28.3,49.0
2025-12-30,ANA,TBL,Anaheim Ducks,Tampa Bay Lightning,2.9,4.0,1.95,31.1,46.3
2025-12-30,PIT,CAR,Pittsburgh Penguins,Carolina Hurricanes,2.6,4.0,2.15,35.0,42.3
2025-12-31,NYI,UTA,NY Islanders,Utah Mammoth,2.5,3.8,2.25,36.1,40.1
2025-12-31,CGY,PHI,Calgary Flames,Philadelphia Flyers,2.1,3.8,2.8,43.4,32.6
2025-12-31,OTT,WSH,Ottawa Senators,Washington Capitals,2.1,3.9,2.75,43.4,33.2
2025-12-31,EDM,BOS,Edmonton Oilers,Boston Bruins,1.83,4.0,3.2,49.3,28.2
2025-12-31,DAL,BUF,Dallas Stars,Buffalo Sabres,1.95,4.0,2.9,46.3,31.1
2025-12-31,CBJ,NJD,Columbus Blue Jackets,New Jersey Devils,2.2,3.9,2.5,40.9,36.0
2025-12-31,DET,WPG,Detroit Red Wings,Winnipeg Jets,2.5,3.9,2.25,36.3,40.4
2025-12-31,COL,STL,Colorado Avalanche,St. Louis Blues,1.4,4.75,5.5,64.5,16.4
2026-01-01,TOR,WPG,Toronto Maple Leafs,Winnipeg Jets,2.1,3.9,2.7,43.2,33.6
2026-01-01,CAR,MTL,Carolina Hurricanes,Montreal Canadiens,1.85,4.0,3.1,48.6,29.0
2026-01-01,PIT,DET,Pittsburgh Penguins,Detroit Red Wings,2.15,3.9,2.62,42.2,34.6
2026-01-01,LAK,TBL,Los Angeles Kings,Tampa Bay Lightning,2.25,3.8,2.5,40.1,36.1
2026-01-01,CHI,DAL,Chicago Blackhawks,Dallas Stars,3.1,4.0,1.85,29.0,48.6
2026-01-01,SEA,NSH,Seattle Kraken,Nashville Predators,2.4,3.9,2.3,37.6,39.2
2026-01-01,STL,VGK,St. Louis Blues,Vegas Golden Knights,2.8,4.0,2.0,32.3,45.2
2026-01-02,SJS,TBL,San Jose Sharks,Tampa Bay Lightning,3.6,4.2,1.7,25.2,53.3
2026-01-02,STL,MTL,St. Louis Blues,Montreal Canadiens,2.9,3.9,2.0,31.3,45.4
2026-01-02,EDM,PHI,Edmonton Oilers,Philadelphia Flyers,1.91,4.0,3.0,47.3,30.1
2026-01-02,CBJ,BUF,Columbus Blue Jackets,Buffalo Sabres,2.38,4.0,2.38,38.5,38.5
2026-01-02,NJD,UTA,New Jersey Devils,Utah Mammoth,2.2,3.8,2.6,41.2,34.9
2026-01-02,VAN,SEA,Vancouver Canucks,Seattle Kraken,2.05,3.9,2.8,44.3,32.4
2026-01-02,ANA,MIN,Anaheim Ducks,Minnesota Wild,2.6,4.0,2.15,35.0,42.3
2026-01-02,FLA,NYR,Florida Panthers,NY Rangers,2.05,3.9,2.8,44.3,32.4
2026-01-02,DET,PIT,Detroit Red Wings,Pittsburgh Penguins,2.05,3.9,2.75,44.0,32.8
2026-01-03,FLA,COL,Florida Panthers,Colorado Avalanche,2.75,4.0,2.05,33.0,44.3
2026-01-03,CBJ,PIT,Columbus Blue Jackets,Pittsburgh Penguins,2.1,4.0,2.62,43.0,34.5
2026-01-03,DAL,MTL,Dallas Stars,Montreal Canadiens,1.8,4.0,3.3,50.1,27.3
2026-01-03,VAN,BOS,Vancouver Canucks,Boston Bruins,2.62,3.9,2.15,34.6,42.2
2026-01-03,LAK,MIN,Los Angeles Kings,Minnesota Wild,2.2,3.8,2.6,41.2,34.9
2026-01-03,OTT,WPG,Ottawa Senators,Winnipeg Jets,2.2,3.9,2.6,41.5,35.1
2026-01-03,WSH,CHI,Washington Capitals,Chicago Blackhawks,1.6,4.2,4.0,56.1,22.5
2026-01-03,CGY,NSH,Calgary Flames,Nashville Predators,2.3,3.8,2.45,39.3,36.9
2026-01-03,CAR,COL,Carolina Hurricanes,Colorado Avalanche,2.7,4.0,2.1,33.8,43.4
2026-01-03,NYI,TOR,NY Islanders,Toronto Maple Leafs,2.4,3.9,2.38,38.1,38.4
2026-01-04,NJD,CAR,New Jersey Devils,Carolina Hurricanes,2.5,3.9,2.2,36.0,40.9
2026-01-04,CHI,VGK,Chicago Blackhawks,Vegas Golden Knights,4.0,4.2,1.6,22.5,56.1
2026-01-05,CGY,SEA,Calgary Flames,Seattle Kraken,2.05,3.9,2.8,44.3,32.4
2026-01-05,OTT,DET,Ottawa Senators,Detroit Red Wings,1.95,4.0,2.9,46.3,31.1
2026-01-05,LAK,MIN,Los Angeles Kings,Minnesota Wild,2.5,3.8,2.25,36.1,40.1
2026-01-05,WSH,ANA,Washington Capitals,Anaheim Ducks,2.05,4.0,2.75,44.3,33.0
2026-01-05,NYR,UTA,NY Rangers,Utah Mammoth,2.38,3.8,2.38,38.1,38.1
2026-01-06,SJS,CBJ,San Jose Sharks,Columbus Blue Jackets,2.7,4.0,2.1,33.8,43.4
2026-01-06,EDM,NSH,Edmonton Oilers,Nashville Predators,2.0,4.0,2.8,45.2,32.3
2026-01-06,SEA,BOS,Seattle Kraken,Boston Bruins,2.5,3.9,2.25,36.3,40.4
2026-01-06,WPG,VGK,Winnipeg Jets,Vegas Golden Knights,2.38,3.8,2.4,38.2,37.9
2026-01-06,TOR,FLA,Toronto Maple Leafs,Florida Panthers,2.5,3.9,2.25,36.3,40.4
2026-01-06,NYI,NJD,NY Islanders,New Jersey Devils,2.5,3.8,2.3,36.4,39.6
2026-01-06,PHI,ANA,Philadelphia Flyers,Anaheim Ducks,2.0,4.0,2.88,45.6,31.6
2026-01-06,TBL,COL,Tampa Bay Lightning,Colorado Avalanche,2.45,4.0,2.3,37.3,39.8
2026-01-06,CAR,DAL,Carolina Hurricanes,Dallas Stars,2.05,3.9,2.8,44.3,32.4
2026-01-06,BUF,VAN,Buffalo Sabres,Vancouver Canucks,1.85,4.0,3.1,48.6,29.0
2026-01-07,WSH,DAL,Washington Capitals,Dallas Stars,2.25,3.9,2.5,40.4,36.3
2026-01-07,MTL,CGY,Montreal Canadiens,Calgary Flames,2.0,4.0,2.8,45.2,32.3
2026-01-07,CHI,STL,Chicago Blackhawks,St. Louis Blues,2.45,3.75,2.38,37.3,38.4
2026-01-07,UTA,OTT,Utah Mammoth,Ottawa Senators,2.2,3.9,2.5,40.9,36.0
2026-01-07,LAK,SJS,Los Angeles Kings,San Jose Sharks,1.6,4.2,4.0,56.1,22.5
2026-01-08,VGK,CBJ,Vegas Golden Knights,Columbus Blue Jackets,1.95,4.0,2.9,46.3,31.1
2026-01-08,SEA,MIN,Seattle Kraken,Minnesota Wild,2.9,3.9,1.95,31.0,46.0
2026-01-08,COL,OTT,Colorado Avalanche,Ottawa Senators,1.53,4.2,4.5,58.7,19.9
2026-01-08,WPG,EDM,Winnipeg Jets,Edmonton Oilers,2.4,3.9,2.3,37.6,39.2
2026-01-08,NSH,NYI,Nashville Predators,NY Islanders,2.2,3.8,2.6,41.2,34.9
2026-01-08,BOS,CGY,Boston Bruins,Calgary Flames,2.1,4.0,2.7,43.4,33.8
2026-01-08,DET,VAN,Detroit Red Wings,Vancouver Canucks,2.0,3.9,2.9,45.4,31.3
2026-01-08,NYR,BUF,NY Rangers,Buffalo Sabres,2.5,3.9,2.25,36.3,40.4
2026-01-08,PIT,NJD,Pittsburgh Penguins,New Jersey Devils,2.3,3.9,2.4,39.2,37.6
2026-01-08,MTL,FLA,Montreal Canadiens,Florida Panthers,2.4,3.9,2.3,37.6,39.2
2026-01-08,PHI,TOR,Philadelphia Flyers,Toronto Maple Leafs,2.2,3.8,2.6,41.2,34.9
2026-01-08,CAR,ANA,Carolina Hurricanes,Anaheim Ducks,1.67,4.2,3.6,53.7,24.9
2026-01-09,UTA,STL,Utah Mammoth,St. Louis Blues,1.8,4.0,3.3,50.1,27.3
2026-01-09,CHI,WSH,Chicago Blackhawks,Washington Capitals,2.62,3.9,2.15,34.6,42.2
2026-01-09,WPG,LAK,Winnipeg Jets,Los Angeles Kings,2.62,3.8,2.15,34.4,41.9
2026-01-09,BOS,NYR,Boston Bruins,NY Rangers,2.15,4.0,2.6,42.3,35.0
2026-01-09,PIT,CGY,Pittsburgh Penguins,Calgary Flames,1.95,4.0,2.9,46.3,31.1
2026-01-09,COL,CBJ,Colorado Avalanche,Columbus Blue Jackets,1.53,4.2,4.5,58.7,19.9
2026-01-09,SJS,DAL,San Jose Sharks,Dallas Stars,3.1,4.2,1.85,29.3,49.1
2026-01-10,EDM,LAK,Edmonton Oilers,Los Angeles Kings,1.8,4.0,3.25,49.9,27.6
2026-01-10,VGK,STL,Vegas Golden Knights,St. Louis Blues,1.53,4.2,4.5,58.7,19.9
2026-01-10,BOS,PIT,Boston Bruins,Pittsburgh Penguins,2.45,3.9,2.25,36.8,40.1
2026-01-10,WPG,NJD,Winnipeg Jets,New Jersey Devils,2.2,3.9,2.62,41.6,34.9
2026-01-10,MIN,NYI,Minnesota Wild,NY Islanders,1.95,3.9,2.9,46.0,31.0
2026-01-10,NSH,CHI,Nashville Predators,Chicago Blackhawks,1.7,4.2,3.7,53.6,24.6
2026-01-10,PHI,TBL,Philadelphia Flyers,Tampa Bay Lightning,3.2,4.0,1.85,28.3,49.0
2026-01-10,CAR,SEA,Carolina Hurricanes,Seattle Kraken,1.5,4.4,4.75,60.4,19.1
2026-01-10,TOR,VAN,Toronto Maple Leafs,Vancouver Canucks,1.85,4.0,3.1,48.6,29.0
2026-01-10,BUF,ANA,Buffalo Sabres,Anaheim Ducks,1.95,4.0,2.9,46.3,31.1
2026-01-10,OTT,FLA,Ottawa Senators,Florida Panthers,2.25,3.9,2.5,40.4,36.3
2026-01-10,MTL,DET,Montreal Canadiens,Detroit Red Wings,2.1,3.9,2.7,43.2,33.6
2026-01-11,NSH,WSH,Nashville Predators,Washington Capitals,2.7,3.9,2.1,33.6,43.2
2026-01-11,UTA,CBJ,Utah Mammoth,Columbus Blue Jackets,1.8,4.0,3.3,50.1,27.3
2026-01-11,SJS,VGK,San Jose Sharks,Vegas Golden Knights,2.8,4.0,2.0,32.3,45.2
2026-01-12,LAK,DAL,Los Angeles Kings,Dallas Stars,2.5,3.9,2.25,36.3,40.4
2026-01-12,CHI,EDM,Chicago Blackhawks,Edmonton Oilers,2.9,4.0,1.95,31.1,46.3
2026-01-12,MIN,NJD,Minnesota Wild,New Jersey Devils,1.85,4.0,3.1,48.6,29.0
2026-01-12,MTL,VAN,Montreal Canadiens,Vancouver Canucks,1.75,4.0,3.4,51.2,26.4
2026-01-12,COL,TOR,Colorado Avalanche,Toronto Maple Leafs,1.62,4.2,3.9,55.5,23.1
2026-01-12,NYR,SEA,NY Rangers,Seattle Kraken,2.1,3.9,2.75,43.4,33.2
2026-01-12,BUF,FLA,Buffalo Sabres,Florida Panthers,2.25,3.9,2.5,40.4,36.3
2026-01-12,DET,CAR,Detroit Red Wings,Carolina Hurricanes,2.8,4.0,2.0,32.3,45.2
2026-01-12,PHI,TBL,Philadelphia Flyers,Tampa Bay Lightning,2.8,3.9,2.05,32.4,44.3
2026-01-13,UTA,TOR,Utah Mammoth,Toronto Maple Leafs,2.0,4.0,2.8,45.2,32.3
2026-01-13,ANA,DAL,Anaheim Ducks,Dallas Stars,2.5,4.0,2.25,36.5,40.6
2026-01-13,NSH,EDM,Nashville Predators,Edmonton Oilers,2.6,3.9,2.2,35.1,41.5
2026-01-13,WPG,NYI,Winnipeg Jets,NY Islanders,2.2,3.8,2.62,41.3,34.7
2026-01-13,STL,CAR,St. Louis Blues,Carolina Hurricanes,3.1,4.0,1.85,29.0,48.6
2026-01-13,PIT,TBL,Pittsburgh Penguins,Tampa Bay Lightning,2.62,3.9,2.15,34.6,42.2
2026-01-13,WSH,MTL,Washington Capitals,Montreal Canadiens,1.95,3.9,2.9,46.0,31.0
2026-01-13,OTT,VAN,Ottawa Senators,Vancouver Canucks,1.67,4.2,3.8,54.4,23.9
2026-01-13,CBJ,CGY,Columbus Blue Jackets,Calgary Flames,2.05,4.0,2.8,44.6,32.6
2026-01-13,BOS,DET,Boston Bruins,Detroit Red Wings,2.1,3.9,2.7,43.2,33.6
2026-01-14,LAK,VGK,Los Angeles Kings,Vegas Golden Knights,2.45,3.9,2.25,36.8,40.1
2026-01-14,NJD,SEA,New Jersey Devils,Seattle Kraken,1.95,4.0,2.9,46.3,31.1
2026-01-14,NYR,OTT,NY Rangers,Ottawa Senators,2.4,4.0,2.3,37.8,39.5
2026-01-14,BUF,PHI,Buffalo Sabres,Philadelphia Flyers,2.1,4.0,2.7,43.4,33.8
2026-01-15,EDM,NYI,Edmonton Oilers,NY Islanders,1.85,4.0,3.0,48.1,29.7
2026-01-15,CHI,CGY,Chicago Blackhawks,Calgary Flames,2.25,3.9,2.5,40.4,36.3
2026-01-15,UTA,DAL,Utah Mammoth,Dallas Stars,2.2,3.9,2.5,40.9,36.0
2026-01-15,MIN,WPG,Minnesota Wild,Winnipeg Jets,2.1,3.9,2.7,43.2,33.6
2026-01-15,VGK,TOR,Vegas Golden Knights,Toronto Maple Leafs,2.15,3.9,2.62,42.2,34.6
2026-01-15,CBJ,VAN,Columbus Blue Jackets,Vancouver Canucks,1.85,4.0,3.0,48.1,29.7
2026-01-15,BUF,MTL,Buffalo Sabres,Montreal Canadiens,2.5,3.9,2.25,36.3,40.4
2026-01-15,BOS,SEA,Boston Bruins,Seattle Kraken,1.85,4.0,3.2,49.0,28.3
2026-01-15,PIT,PHI,Pittsburgh Penguins,Philadelphia Flyers,1.85,4.0,3.1,48.6,29.0
2026-01-15,WSH,SJS,Washington Capitals,San Jose Sharks,1.85,4.0,3.1,48.6,29.0
2026-01-16,DET,SJS,Detroit Red Wings,San Jose Sharks,1.8,4.0,3.25,49.9,27.6
2026-01-16,CAR,FLA,Carolina Hurricanes,Florida Panthers,1.85,4.0,3.25,49.2,28.0
2026-01-16,STL,TBL,St. Louis Blues,Tampa Bay Lightning,3.4,4.0,1.8,26.7,50.5
2026-01-16,COL,NSH,Colorado Avalanche,Nashville Predators,1.5,4.4,4.6,60.0,19.6
2026-01-16,LAK,ANA,Los Angeles Kings,Anaheim Ducks,2.0,4.0,2.88,45.6,31.6
2026-01-16,BUF,MIN,Buffalo Sabres,Minnesota Wild,2.15,3.9,2.6,42.0,34.8
2026-01-16,PHI,NYR,Philadelphia Flyers,NY Rangers,2.15,3.9,2.62,42.2,34.6
2026-01-16,CGY,NYI,Calgary Flames,NY Islanders,2.38,3.9,2.38,38.3,38.3
2026-01-16,UTA,SEA,Utah Mammoth,Seattle Kraken,1.75,4.0,3.5,51.6,25.8
2026-01-17,DET,OTT,Detroit Red Wings,Ottawa Senators,2.2,4.0,2.5,41.2,36.2
2026-01-17,DAL,TBL,Dallas Stars,Tampa Bay Lightning,2.5,3.9,2.25,36.3,40.4
2026-01-17,VGK,NSH,Vegas Golden Knights,Nashville Predators,1.7,4.0,3.6,52.7,24.9
2026-01-17,ANA,LAK,Anaheim Ducks,Los Angeles Kings,2.5,3.9,2.25,36.3,40.4
2026-01-17,VAN,EDM,Vancouver Canucks,Edmonton Oilers,3.1,4.0,1.85,29.0,48.6
2026-01-17,CHI,BOS,Chicago Blackhawks,Boston Bruins,2.45,4.0,2.25,37.0,40.3
2026-01-17,WSH,FLA,Washington Capitals,Florida Panthers,2.05,3.9,2.8,44.3,32.4
2026-01-17,WPG,TOR,Winnipeg Jets,Toronto Maple Leafs,2.1,3.9,2.75,43.4,33.2
2026-01-17,PIT,CBJ,Pittsburgh Penguins,Columbus Blue Jackets,2.15,4.0,2.6,42.3,35.0
2026-01-17,OTT,MTL,Ottawa Senators,Montreal Canadiens,2.3,3.9,2.45,39.5,37.1
2026-01-17,NJD,CAR,New Jersey Devils,Carolina Hurricanes,2.45,3.9,2.3,37.1,39.5
2026-01-18,COL,WSH,Colorado Avalanche,Washington Capitals,1.67,4.2,3.7,54.1,24.4
2026-01-18,SEA,PIT,Seattle Kraken,Pittsburgh Penguins,2.6,3.8,2.2,34.9,41.2
2026-01-18,EDM,STL,Edmonton Oilers,St. Louis Blues,1.91,4.0,3.0,47.3,30.1
2026-01-18,CAR,BUF,Carolina Hurricanes,Buffalo Sabres,1.8,4.0,3.3,50.1,27.3
2026-01-19,FLA,SJS,Florida Panthers,San Jose Sharks,1.8,4.0,3.25,49.9,27.6
2026-01-19,TOR,MIN,Toronto Maple Leafs,Minnesota Wild,2.38,3.9,2.4,38.4,38.1
2026-01-19,VGK,PHI,Vegas Golden Knights,Philadelphia Flyers,1.7,4.2,3.6,53.3,25.2
2026-01-19,CHI,WPG,Chicago Blackhawks,Winnipeg Jets,2.7,3.9,2.1,33.6,43.2
2026-01-19,CGY,NJD,Calgary Flames,New Jersey Devils,2.5,3.9,2.25,36.3,40.4
2026-01-19,VAN,NYI,Vancouver Canucks,NY Islanders,2.8,3.9,2.05,32.4,44.3
2026-01-19,ANA,NYR,Anaheim Ducks,NY Rangers,2.1,4.0,2.7,43.4,33.8
2026-01-20,LAK,NYR,Los Angeles Kings,NY Rangers,1.8,4.0,3.3,50.1,27.3
2026-01-20,EDM,NJD,Edmonton Oilers,New Jersey Devils,1.83,4.0,3.2,49.3,28.2
2026-01-20,NSH,BUF,Nashville Predators,Buffalo Sabres,2.2,3.9,2.6,41.5,35.1
2026-01-20,WPG,STL,Winnipeg Jets,St. Louis Blues,2.2,3.9,2.6,41.5,35.1
2026-01-20,MTL,MIN,Montreal Canadiens,Minnesota Wild,2.1,4.0,2.62,43.0,34.5
2026-01-20,TBL,SJS,Tampa Bay Lightning,San Jose Sharks,1.5,4.4,4.6,60.0,19.6
2026-01-20,CBJ,OTT,Columbus Blue Jackets,Ottawa Senators,2.38,4.0,2.3,38.0,39.3
2026-01-20,DAL,BOS,Dallas Stars,Boston Bruins,2.05,3.9,2.8,44.3,32.4
2026-01-21,TOR,DET,Toronto Maple Leafs,Detroit Red Wings,2.25,3.9,2.5,40.4,36.3
2026-01-21,COL,ANA,Colorado Avalanche,Anaheim Ducks,1.44,4.5,5.0,62.2,17.9
2026-01-21,UTA,PHI,Utah Mammoth,Philadelphia Flyers,1.85,4.0,3.2,49.0,28.3
2026-01-21,CGY,PIT,Calgary Flames,Pittsburgh Penguins,2.5,3.9,2.25,36.3,40.4
2026-01-21,SEA,NYI,Seattle Kraken,NY Islanders,2.45,3.8,2.3,36.9,39.3
2026-01-21,VAN,WSH,Vancouver Canucks,Washington Capitals,3.1,4.0,1.85,29.0,48.6
2026-01-22,MIN,DET,Minnesota Wild,Detroit Red Wings,1.91,4.0,3.0,47.3,30.1
2026-01-22,EDM,PIT,Edmonton Oilers,Pittsburgh Penguins,1.85,4.0,3.1,48.6,29.0
2026-01-22,WPG,FLA,Winnipeg Jets,Florida Panthers,2.38,3.8,2.4,38.2,37.9
